,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,perChange365d,perChange30d
607,DALMIASUGEQN,355.0,364.9,350.25,359.0,353.35,5.65,1.6,440.9,310.1,176803,63200000.379999995,22-Aug-2023 15:56:23,3.77,-8.01
608,BAJAJCONEQN,238.95,246.15,238.95,242.5,238.7,3.8,1.5899999999999999,256.6,145.55,580825,141210174.0,22-Aug-2023 15:57:00,44.67,12.41
609,KTKBANKEQN,224.8,227.45,223.05,227.25,228.9,3.35,1.5,234.6,70.8,1757305,396166839.2,22-Aug-2023 15:59:49,211.01,9.76
610,AGIEQN,728.6,741.65,719.0,736.0,725.2,10.8,1.49,757.85,260.6,98106,71767482.17999999,22-Aug-2023 15:58:45,153.21,10.63
611,JISLJALEQSEQN,58.85,59.7,58.0,59.1,58.25,0.85,1.46,59.7,26.5,10889173,641481181.43,22-Aug-2023 15:59:29,50.91,41.21
612,FCLEQN,278.35,287.1,277.55,280.9,277.0,3.9,1.4100000000000001,409.0,203.0,223980,63045890.400000006,22-Aug-2023 15:59:18,4.75,-1.76
613,SHANTIGEAREQN,454.15,465.4,453.0,460.5,454.15,6.35,1.4,493.6,236.05,82620,38128303.800000004,22-Aug-2023 15:56:10,87.98,-2.17
614,NFLEQN,66.1,67.5,66.1,66.85,65.95,0.9,1.3599999999999999,89.7,46.3,1559315,104193428.29999998,22-Aug-2023 15:56:46,35.28,-6.92
615,TECHNOEEQN,478.0,483.55,470.25,480.0,473.6,6.4,1.35,502.9,254.0,100550,48001564.5,22-Aug-2023 15:56:48,66.5,3.61
616,ACEEQN,770.0,787.0,765.45,782.2,771.8,10.4,1.35,821.0,227.0,166186,129852754.82000001,22-Aug-2023 15:53:13,227.73,25.55
617,GOODYEAREQN,1377.0,1388.0,1365.0,1388.0,1369.95,18.05,1.32,1451.0,1000.0,13236,18261576.84,22-Aug-2023 15:53:47,30.93,-0.9400000000000001
618,SARDAENEQN,203.8,207.25,202.1,205.0,202.35,2.65,1.31,212.7,79.6,543739,111216375.06,22-Aug-2023 15:56:10,-77.03,-88.53
619,ASHOKAEQN,100.9,105.0,100.9,101.95,100.65,1.3,1.29,106.9,70.15,2262865,232464121.45000002,22-Aug-2023 15:59:27,29.7,8.46
620,PURVAEQN,101.35,105.35,101.0,102.2,100.9,1.3,1.29,116.4,58.2,217621,22377967.43,22-Aug-2023 15:56:59,1.87,3.2800000000000002
621,SOLARAEQN,355.5,358.3,353.75,356.75,352.3,4.45,1.26,495.0,322.9,61969,22056626.17,22-Aug-2023 15:52:26,-18.74,-8
622,PRIVISCLEQN,1061.65,1074.8,1053.1,1074.8,1061.65,13.15,1.24,1745.0,871.05,12807,13702337.370000001,22-Aug-2023 15:45:36,-18.58,-3.76
623,SPLPETROEQN,445.0,455.0,438.1,448.2,442.85,5.35,1.21,489.0,337.5,97556,43672894.52,22-Aug-2023 15:52:40,-47.25,-0.8
624,BARBEQUEEQN,693.6,705.0,669.4,698.0,689.7,8.3,1.2,1220.0,592.0,80376,55969023.84,22-Aug-2023 15:54:28,-39.2,2.58
625,ORIENTCEMEQN,190.0,194.4,188.45,189.85,187.6,2.25,1.2,199.55,104.6,874848,167402164.79999998,22-Aug-2023 15:54:58,54.53,31.46
626,FILATEXEQN,39.0,40.05,38.95,39.3,38.85,0.45,1.16,58.95,30.15,432127,17034446.34,22-Aug-2023 15:54:41,-66.68,2.91
627,TITAGARHEQN,691.85,700.0,675.0,696.0,688.05,7.95,1.16,700.0,135.8,1680592,1165188045.44,22-Aug-2023 15:59:49,-,11.83
628,IRCONEQN,109.5,113.6,108.8,109.9,108.65,1.25,1.15,113.6,38.6,22819185,2539090714.95,22-Aug-2023 15:59:58,170.27,16.64
629,MAITHANALLEQN,1018.1,1035.0,1015.0,1030.0,1018.65,11.35,1.11,1206.95,766.55,28342,29049983.16,22-Aug-2023 15:53:44,0.9400000000000001,-7.7
630,NESCOEQN,672.4,680.9,670.5,676.5,669.05,7.45,1.11,716.6,505.0,58957,39916247.28,22-Aug-2023 15:57:30,17.36,5.67
631,DATAMATICSEQN,551.0,559.95,550.0,556.2,550.2,6.0,1.09,678.7,256.0,129508,71886005.56,22-Aug-2023 15:59:33,82.64,-1.27
632,NAVNETEDULEQN,154.3,157.75,152.55,156.0,154.35,1.65,1.07,160.9,88.45,545087,84924554.60000001,22-Aug-2023 15:56:37,19.14,7.22
633,PGELEQN,1633.6,1633.6,1610.05,1630.0,1612.85,17.15,1.06,1716.05,821.0,27618,44889192.48,22-Aug-2023 15:54:41,-,9.24
634,MMFLEQN,949.0,949.0,929.95,945.0,935.25,9.75,1.04,1099.0,730.0,26540,24914159.6,22-Aug-2023 15:54:41,1.23,2.34
635,ACCELYAEQN,1559.45,1575.9,1540.0,1546.3,1530.4,15.9,1.04,1746.0,1017.0,78566,122753089.72,22-Aug-2023 15:58:10,46.53,7.34
636,HCGEQN,339.2,342.0,334.4,341.0,337.5,3.5,1.04,347.5,250.0,68701,23352156.91,22-Aug-2023 15:44:24,19.13,5.4
637,HERANBAEQN,338.95,343.8,337.35,341.0,337.6,3.4,1.01,604.0,265.0,54948,18727926.84,22-Aug-2023 15:58:42,-39.55,-6.93
638,TINPLATEEQN,358.5,367.0,358.5,365.0,361.4,3.6,1.0,377.0,291.3,159543,58164591.51,22-Aug-2023 15:48:54,18.57,2.89
639,MINDACORPEQN,313.75,323.1,313.0,317.0,313.95,3.05,0.97,323.1,185.0,1559163,494161121.21999997,22-Aug-2023 15:59:13,40,4.49
640,BAJAJHINDEQN,20.9,21.65,20.8,21.2,21.0,0.2,0.9500000000000001,22.05,9.5,20495509,436144431.52000004,22-Aug-2023 15:59:53,111.06,11.11
641,JTEKTINDIAEQN,134.5,136.25,132.7,134.95,133.7,1.25,0.93,168.0,85.25,242632,32626725.04,22-Aug-2023 15:55:26,50.99,-13.13
642,SUBEXLTDEQN,32.65,32.85,32.35,32.5,32.2,0.30000000000000004,0.93,39.1,25.0,1801571,58551057.5,22-Aug-2023 15:59:12,-11.05,0
643,TIRUMALCHMEQN,204.75,206.5,204.1,205.85,203.95,1.9,0.93,259.4,168.3,192605,39474394.75,22-Aug-2023 15:59:04,-12.19,7.8
644,HGINFRAEQN,927.0,947.55,927.0,938.0,929.65,8.35,0.9,995.5,531.65,69995,65722505.2,22-Aug-2023 15:59:35,65.04,-0.75
645,MSTCLTDEQN,381.4,389.6,380.85,384.0,380.7,3.3,0.87,467.8,239.0,328767,126726527.82,22-Aug-2023 15:56:35,49.65,-6.05
646,WOCKPHARMAEQN,231.9,236.55,231.6,233.1,231.1,2.0,0.87,282.55,145.15,464660,108809432.19999999,22-Aug-2023 15:59:51,-12.13,-4.98
647,HERITGFOODEQN,251.95,260.9,251.35,252.5,250.35,2.15,0.86,287.35,135.15,372234,95072285.94,22-Aug-2023 15:53:04,-20.56,-6.74
648,AKZOINDIAEQN,2798.4,2834.95,2782.05,2819.35,2795.35,24.0,0.86,2965.2,1891.0,10976,30816327.360000003,22-Aug-2023 15:43:25,47.27,4.22
649,GPILEQN,584.15,591.0,584.15,588.45,583.45,5.0,0.86,599.7,226.5,244527,143769649.65,22-Aug-2023 15:52:17,92.24,6.37
650,RELIGAREEQN,224.0,229.7,223.05,225.3,223.4,1.9,0.85,242.9,126.0,955418,215914913.82000002,22-Aug-2023 15:53:27,68.41,35.39
651,TATAMETALIEQN,870.2,878.65,866.1,873.1,865.85,7.25,0.84,904.0,705.05,45019,39263320.85,22-Aug-2023 15:50:06,17.76,2.43
652,IOLCPEQN,368.9,372.9,368.5,370.75,367.8,2.95,0.8,469.9,272.8,146667,54394390.29,22-Aug-2023 15:58:28,-5.05,-1.17
653,HINDOILEXPEQN,168.0,173.35,166.7,168.25,166.95,1.3,0.78,257.95,115.75,1558384,265112286.08,22-Aug-2023 15:57:46,2.8,-22.58
654,DOLLAREQN,425.0,430.05,425.0,428.0,424.7,3.3,0.78,546.85,310.6,57416,24571177.2,22-Aug-2023 15:55:04,-0.98,17.79
655,BUTTERFLYEQN,1203.1,1211.0,1191.5,1208.95,1199.85,9.1,0.76,1903.35,977.55,5008,6019415.680000001,22-Aug-2023 15:42:33,-21.08,1.42
656,MAHSCOOTEREQN,6085.0,6097.0,5995.5,6095.0,6049.35,45.65,0.75,6097.0,4050.3,4582,27778283.36,22-Aug-2023 15:58:34,42.44,5.4
657,DBLEQN,304.95,313.95,304.95,307.25,304.95,2.3,0.75,348.0,159.55,1142065,352943767.6,22-Aug-2023 15:59:11,25.67,25.65
658,CHOICEINEQN,367.3,372.25,366.8,370.0,367.3,2.7,0.74,394.9,211.5,1068698,394584675.56,22-Aug-2023 15:58:25,-15.07,4.76
659,PARASEQN,678.8,698.4,675.0,679.2,674.45,4.75,0.7000000000000001,811.0,445.55,495516,339923976.0,22-Aug-2023 15:59:44,5.08,-0.63
660,KKCLEQN,716.15,719.0,711.3,719.0,714.0,5.0,0.7000000000000001,719.0,364.15,27108,19435893.84,22-Aug-2023 15:52:44,72.34,4.58
661,TVTODAYEQN,209.5,215.75,208.95,211.1,209.65,1.45,0.6900000000000001,324.0,169.55,188440,39883326.0,22-Aug-2023 15:59:20,-23.79,0.24
662,RUPAEQN,260.95,264.95,258.05,261.3,259.6,1.7000000000000002,0.65,364.0,197.2,143454,37561995.36,22-Aug-2023 15:59:27,-23.44,-2.84
663,MIDHANIEQN,393.0,399.0,390.05,394.5,391.95,2.55,0.65,403.25,172.25,895753,353482048.86,22-Aug-2023 15:56:42,106.51,27.96
664,RKFORGEEQN,654.0,690.0,648.0,653.25,649.25,4.0,0.62,690.0,175.75,1237747,822012537.64,22-Aug-2023 15:58:28,242.88,28.64
665,GABRIELEQN,248.8,250.75,244.3,249.15,247.7,1.45,0.59,259.7,129.45,1038917,258503327.94,22-Aug-2023 15:59:53,70.47,15.83
666,ELECTCASTEQN,60.0,61.35,59.95,60.15,59.8,0.35000000000000003,0.59,64.4,31.5,2083344,126188146.08,22-Aug-2023 15:55:52,64.74,6.12
667,JAICORPLTDEQN,232.75,237.6,227.3,234.5,233.15,1.35,0.58,237.7,114.3,6587778,1528430373.78,22-Aug-2023 15:59:57,78.52,28.07
668,FORCEMOTEQN,3430.7,3430.7,3375.25,3419.0,3400.1,18.9,0.56,3663.0,1085.2,23891,81243495.69,22-Aug-2023 15:59:45,176.04,31.99
669,VALIANTORGEQN,462.55,471.2,457.5,460.0,457.5,2.5,0.55,868.95,355.0,92445,42881537.7,22-Aug-2023 15:59:59,-23.12,-10.05
670,JKILEQN,404.3,408.65,402.35,406.5,404.3,2.2,0.54,418.0,216.5,123937,50267607.83,22-Aug-2023 15:56:25,30.9,19.74
671,VSTINDEQN,3450.0,3507.1,3437.65,3492.0,3473.55,18.45,0.53,3879.95,2910.0,10003,34663095.81,22-Aug-2023 15:46:04,8.81,-4.89
672,SSWLEQN,228.4,234.75,226.15,229.35,228.2,1.15,0.5,258.5,128.25,348372,80052401.88,22-Aug-2023 15:59:40,-72.19,-0.24
673,ELECONEQN,845.0,855.0,837.45,848.5,844.3,4.2,0.5,856.75,317.4,307208,260100725.28,22-Aug-2023 15:58:38,143.74,14.43
674,SYMPHONYEQN,879.95,885.8,876.0,881.0,876.8,4.2,0.48,1219.0,820.6,24119,21261380.88,22-Aug-2023 15:58:54,-2.79,-0.1
675,GOKEXEQN,582.0,594.0,575.35,583.75,581.05,2.7,0.46,594.0,328.0,496316,290384565.28000003,22-Aug-2023 15:59:52,65.33,8.79
676,RAJRATANEQN,718.0,724.4,718.0,724.0,720.8,3.2,0.44,1409.9,697.0,27533,19834222.54,22-Aug-2023 15:58:06,-33.66,-6.29
677,AUTOAXLESEQN,2168.35,2190.0,2152.95,2167.0,2157.55,9.45,0.44,2693.2,1802.0,11905,25825992.700000003,22-Aug-2023 15:53:58,10.96,-0.8300000000000001
678,NEOGENEQN,1579.0,1592.0,1566.2,1586.85,1579.95,6.9,0.44,1729.95,1140.0,12862,20259193.439999998,22-Aug-2023 15:58:43,9.88,0.41000000000000003
679,PSPPROJECTEQN,798.45,804.0,791.15,797.9,794.45,3.45,0.43,822.0,560.0,41213,32850470.17,22-Aug-2023 15:54:41,35.69,8.27
680,APCOTEXINDEQN,521.0,528.9,520.05,527.0,524.8,2.2,0.42,669.0,398.0,43615,22853823.85,22-Aug-2023 15:58:31,-8.18,-4.36
681,KAYNESEQN,1760.8,1796.25,1726.55,1767.75,1760.8,6.95,0.39,1914.95,666.8,200288,353161821.76,22-Aug-2023 15:53:38,-,-2.13
682,BFUTILITIEEQN,629.0,637.7,604.1,631.0,628.85,2.15,0.34,652.55,283.4,928236,578680887.12,22-Aug-2023 15:59:41,57.8,66.76
683,SHILPAMEDEQN,369.05,374.0,366.5,370.0,368.75,1.25,0.34,425.0,222.6,425170,157512729.9,22-Aug-2023 15:53:38,-4.72,17.16
684,VSTTILLERSEQN,3094.0,3094.0,3057.6,3070.1,3059.95,10.15,0.33,3188.9,2027.95,2768,8501081.6,22-Aug-2023 15:29:53,29.61,1.69
685,ARVINDFASNEQN,308.0,312.45,303.1,306.0,305.0,1.0,0.33,389.0,261.1,176363,53762496.919999994,22-Aug-2023 15:59:16,15.93,-7.67
686,ALOKINDSEQN,17.05,17.3,16.65,17.05,17.0,0.05,0.29,21.6,10.1,19817055,337088105.55,22-Aug-2023 15:59:06,-,11.48
687,BEPLEQN,86.65,88.9,86.25,87.0,86.75,0.25,0.29,111.27,58.03,526346,45860526.98,22-Aug-2023 15:59:07,-23.47,-2.75
688,CARERATINGEQN,800.0,808.0,789.05,795.0,793.05,1.9500000000000002,0.25,819.0,467.3,133666,106666804.66,22-Aug-2023 15:59:06,57.62,7.2
689,MASFINEQN,819.95,833.6,818.0,826.5,824.75,1.75,0.21,937.95,644.85,34614,28537512.3,22-Aug-2023 15:53:22,25.81,7.59
690,GRAVITAEQN,739.65,747.5,731.3,737.05,735.55,1.5,0.2,770.0,296.75,255450,189285895.5,22-Aug-2023 15:58:04,123.98,12.32
691,ANDHRSUGAREQN,105.0,106.8,105.0,105.5,105.3,0.2,0.19,154.7,100.5,123325,13062584.0,22-Aug-2023 15:50:10,-23.11,-5.65
692,UNICHEMLABEQN,405.9,410.85,405.0,406.85,406.15,0.7000000000000001,0.17,466.95,264.8,366481,149227398.39,22-Aug-2023 15:41:34,40.63,6.76
693,SAGCEMEQN,234.95,236.15,232.5,234.55,234.15,0.4,0.17,267.95,180.0,55244,12935935.04,22-Aug-2023 15:48:11,13.17,12.68
694,SEQUENTEQN,89.0,89.75,88.3,88.8,88.65,0.15,0.17,124.15,61.8,644079,57361675.74,22-Aug-2023 15:57:31,-19.41,1.55
695,FIEMINDEQN,1827.45,1842.0,1810.0,1830.45,1827.45,3.0,0.16,2087.0,1364.0,27521,50211789.29,22-Aug-2023 15:57:28,20.57,-4.92
696,JKTYREEQN,272.5,275.7,268.65,271.25,270.9,0.35000000000000003,0.13,286.15,129.5,917922,249968519.04,22-Aug-2023 15:58:30,102.85,10.53
697,SHAREINDIAEQN,1305.0,1309.6,1279.35,1302.0,1300.6,1.4,0.11,1339.0,964.6,93378,121362452.82000001,22-Aug-2023 15:52:59,14.51,5.26
698,KIRIINDUSEQN,273.0,282.95,269.05,271.25,271.0,0.25,0.09,534.3,255.0,180421,49715006.550000004,22-Aug-2023 15:59:13,-42.83,0.8
699,VRLLOGEQN,685.45,696.9,679.2,686.0,685.45,0.55,0.08,772.5,483.0,64847,44640674.8,22-Aug-2023 15:56:53,12.72,-6.7
700,GATIEQN,153.9,156.75,153.25,153.3,153.2,0.1,0.07,195.1,97.5,407282,63047253.6,22-Aug-2023 15:56:44,-7.4,5
701,ADVENZYMESEQN,329.8,331.7,325.05,329.0,328.8,0.2,0.06,346.55,225.0,132368,43505390.56,22-Aug-2023 15:59:18,23.22,8.93
702,ASTRAZENEQN,4122.55,4200.0,4122.55,4165.0,4162.55,2.45,0.06,4266.0,2911.0,7231,30086600.18,22-Aug-2023 15:53:22,34.69,9.73
703,PTCEQN,126.9,127.75,124.9,126.15,126.1,0.05,0.04,128.25,67.5,1074785,135648614.85,22-Aug-2023 15:59:42,52.76,13.81
704,DCXINDIAEQN,283.05,286.7,280.0,281.5,281.4,0.1,0.04,319.9,138.0,348853,98596323.39,22-Aug-2023 15:58:26,-,5.12
705,STAREQN,419.2,421.8,415.0,418.45,418.35,0.1,0.02,489.0,268.15,139935,58442453.4,22-Aug-2023 15:58:18,19.49,-5.05
706,IPLEQN,217.15,220.0,215.15,217.0,217.0,0.0,0.0,329.8,197.45,79310,17200752.8,22-Aug-2023 15:58:04,-23.85,-2.41
707,DWARKESHEQN,89.95,91.0,89.65,89.9,89.9,0.0,0.0,113.15,75.0,621283,56033513.769999996,22-Aug-2023 15:59:29,-12.34,-4.36
708,HEIDELBERGEQN,185.55,187.55,184.4,185.05,185.1,-0.05,-0.03,232.95,152.75,196617,36515709.24,22-Aug-2023 15:57:31,-3.79,6.53
709,BECTORFOODEQN,1020.15,1034.75,1016.0,1019.5,1020.05,-0.55,-0.05,1134.95,339.9,118825,121846719.75000001,22-Aug-2023 15:58:55,187.78,21.47
710,AMIORGEQN,1329.8,1333.0,1309.6,1315.0,1315.75,-0.75,-0.06,1358.0,847.35,97583,129078889.08,22-Aug-2023 15:47:33,34.14,12.64
711,BALMLAWRIEEQN,144.95,146.5,143.25,144.6,144.7,-0.1,-0.07,157.8,107.7,991489,144053436.81,22-Aug-2023 15:58:35,18.85,7.99
712,GRSEEQN,770.2,778.4,752.15,762.0,762.65,-0.65,-0.09,831.9,252.25,906267,693393944.37,22-Aug-2023 15:59:41,186.76,27.21
713,SIYSILEQN,538.0,542.0,530.0,534.7,535.3,-0.6000000000000001,-0.11,592.0,399.3,83257,44668213.07,22-Aug-2023 15:59:54,6.6,-4.01
714,HSCLEQN,184.0,188.55,181.1,182.45,182.7,-0.25,-0.14,188.55,80.2,7272081,1335808558.8899999,22-Aug-2023 15:59:58,82.15,29.53
715,DAAWATEQN,173.05,177.7,171.8,171.9,172.15,-0.25,-0.15,194.1,88.5,1392291,242008021.62,22-Aug-2023 15:59:51,85.91,4.87
716,SURYAROSNIEQN,819.55,844.0,811.15,818.1,819.55,-1.45,-0.18,934.9,353.55,392657,325716834.64,22-Aug-2023 15:57:52,126.02,3.34
717,ETHOSLTDEQN,1649.0,1676.85,1611.0,1631.15,1634.2,-3.05,-0.19,1700.0,844.55,26228,43117520.6,22-Aug-2023 15:54:41,52.82,10.14
718,JINDALPOLYEQN,643.3,648.75,631.95,642.05,643.3,-1.25,-0.19,1082.0,484.95,16336,10528715.36,22-Aug-2023 15:51:22,-39.43,1.43
719,CAPLIPOINTEQN,1034.2,1050.0,1025.25,1030.0,1032.35,-2.35,-0.23,1077.45,575.0,90684,93744585.0,22-Aug-2023 15:59:11,32.46,21.05
720,GATEWAYEQN,84.5,84.95,83.5,84.0,84.2,-0.2,-0.24,86.05,58.55,597775,50260922.0,22-Aug-2023 15:58:35,19.6,13.4
721,KRSNAAEQN,574.7,584.9,565.15,567.0,568.45,-1.45,-0.26,609.0,353.1,212842,122245802.7,22-Aug-2023 15:58:23,22.84,26.31
722,KSCLEQN,546.6,562.75,540.7,542.0,543.7,-1.7000000000000002,-0.31,594.4,415.0,238268,130697146.03999999,22-Aug-2023 15:57:09,17.82,-4.87
723,SUPRIYAEQN,271.95,272.85,267.85,268.95,269.8,-0.85,-0.32,377.0,170.15,130921,35289755.550000004,22-Aug-2023 15:56:29,-26.52,13.79
724,TATASTLLPEQN,737.35,741.0,732.45,735.0,737.35,-2.35,-0.32,768.0,556.0,53531,39481789.05,22-Aug-2023 15:54:45,18.76,3.67
725,CAMLINFINEEQN,155.0,155.75,153.95,153.95,154.45,-0.5,-0.32,180.0,111.55,356823,55014970.14,22-Aug-2023 15:58:33,28.23,-1.31
726,GRMOVEREQN,176.15,176.85,172.5,173.1,173.7,-0.6000000000000001,-0.35000000000000003,498.0,159.0,33056,5743810.56,22-Aug-2023 15:58:19,-,-6.41
727,HILEQN,3093.95,3111.0,3056.05,3063.0,3075.95,-12.95,-0.42,3800.0,2202.1,6495,19993363.65,22-Aug-2023 15:59:24,-16.24,5.46
728,PRICOLLTDEQN,311.45,317.5,308.1,310.0,311.35,-1.35,-0.43,321.0,155.65,366605,114135134.64999999,22-Aug-2023 15:57:27,93.63,14.49
729,CIGNITITECEQN,781.6,792.5,772.5,774.05,777.7,-3.65,-0.47000000000000003,938.0,516.3,104022,81322319.16,22-Aug-2023 15:48:53,38.15,-2.31
730,TATVAEQN,1695.0,1695.0,1647.05,1669.1,1677.15,-8.05,-0.48,2650.0,1600.55,14462,24092535.040000003,22-Aug-2023 15:54:41,-29.01,1.92
731,PAISALOEQN,62.2,62.2,61.0,61.45,61.8,-0.35000000000000003,-0.5700000000000001,98.0,47.7,433133,26711312.11,22-Aug-2023 15:58:52,-21.87,22.62
732,TARSONSEQN,519.25,520.8,515.05,516.0,519.4,-3.4,-0.65,914.45,501.1,75727,39185693.42,22-Aug-2023 15:56:57,-30.7,-12.69
733,ASTECEQN,1368.0,1372.0,1340.0,1347.0,1356.45,-9.45,-0.7000000000000001,2288.8,1045.0,13807,18680042.580000002,22-Aug-2023 15:47:09,-27.64,5.11
734,TIMETECHNOEQN,143.85,144.85,141.25,142.05,143.05,-1.0,-0.7000000000000001,145.65,69.4,2157778,307958076.16,22-Aug-2023 15:59:25,37.09,4.65
735,NDTVEQN,228.7,232.2,225.25,226.2,227.8,-1.6,-0.7000000000000001,573.0,168.55,357851,81958614.53,22-Aug-2023 15:53:36,-37.82,-1.13
736,SISEQN,465.45,470.4,459.1,462.0,465.45,-3.45,-0.74,471.0,318.95,26752,12399552.0,22-Aug-2023 15:53:26,3.43,9.98
737,LGBBROSLTDEQN,1008.0,1017.4,991.9,992.6,1000.15,-7.55,-0.75,1237.6,606.85,89599,89783573.94,22-Aug-2023 15:51:14,47.2,-14.62
738,MANALIPETCEQN,63.8,64.7,62.65,63.0,63.5,-0.5,-0.79,109.5,56.7,348864,22208682.24,22-Aug-2023 15:59:11,-31.46,-3.05
739,ANANTRAJEQN,202.8,203.9,198.55,200.75,202.4,-1.65,-0.8200000000000001,207.4,64.0,1921060,386651746.20000005,22-Aug-2023 15:58:30,208.77,3.9
740,FINOPBEQN,367.8,373.65,358.7,364.0,367.25,-3.25,-0.88,373.65,180.2,190853,69480034.65,22-Aug-2023 15:58:34,49.9,27.14
741,BOMDYEINGEQN,138.0,140.05,135.8,136.6,137.85,-1.25,-0.91,140.05,53.25,4754473,656022184.54,22-Aug-2023 15:59:53,34.42,19.56
742,OPTIEMUSEQN,254.1,259.6,249.5,250.7,253.0,-2.3,-0.91,378.75,160.3,312042,78868615.5,22-Aug-2023 15:58:56,-2.26,18.72
743,MAHSEAMLESEQN,490.4,492.3,480.0,481.9,486.5,-4.6,-0.9500000000000001,544.0,279.5,113585,55297721.4,22-Aug-2023 15:56:42,-39.18,2.5
744,DBREALTYEQN,141.8,144.7,137.0,139.8,141.15,-1.35,-0.96,146.7,52.1,3882263,547593196.1500001,22-Aug-2023 15:59:00,-,86.21
745,GLSEQN,648.1,650.0,637.05,640.8,647.0,-6.2,-0.96,675.0,370.0,74323,47756986.879999995,22-Aug-2023 15:49:51,46.98,1.78
746,VENKEYSEQN,1843.0,1869.85,1820.0,1824.2,1842.25,-18.05,-0.98,2314.9,1421.1,26974,49482184.56,22-Aug-2023 15:59:58,-12.2,-3.5300000000000002
747,DCBBANKEQN,117.2,118.4,115.6,116.0,117.2,-1.2,-1.02,141.2,81.15,700035,81603079.94999999,22-Aug-2023 15:59:33,36.36,-5.18
748,PGHLEQN,5402.25,5433.8,5341.1,5355.0,5414.85,-59.85,-1.11,5500.0,3870.1,4272,22967724.48,22-Aug-2023 15:52:47,23.74,4.96
749,ISGECEQN,717.0,723.75,703.65,706.0,714.35,-8.35,-1.17,768.45,417.85,53023,37625651.03,22-Aug-2023 15:52:09,49.31,-0.14
750,KIRLFEREQN,476.8,479.7,462.4,470.0,475.65,-5.65,-1.19,534.0,236.55,109717,51611973.970000006,22-Aug-2023 15:48:11,81.17,-2.7800000000000002
751,POKARNAEQN,482.85,488.0,475.05,475.15,480.9,-5.75,-1.2,582.0,233.55,147614,70940336.12,22-Aug-2023 15:59:33,-15.02,17.62
752,CONFIPETEQN,87.05,89.25,84.4,84.85,85.9,-1.05,-1.22,89.65,55.3,4079938,351731454.97999996,22-Aug-2023 15:59:42,38.21,12.36
753,ANANDRATHIEQN,1425.0,1433.85,1400.0,1405.0,1422.45,-17.45,-1.23,1493.0,639.5,62677,88722427.35,22-Aug-2023 15:53:59,115.51,35.68
754,ICRAEQN,6149.0,6249.0,6060.05,6065.0,6141.55,-76.55,-1.25,6249.0,3675.5,3606,22020183.24,22-Aug-2023 15:52:06,56.99,11.81
755,HINDWAREAPEQN,536.5,549.7,523.0,527.8,534.55,-6.75,-1.26,664.1,301.15,157702,84788480.3,22-Aug-2023 15:59:40,69.4,-7.14
756,STOVEKRAFTEQN,540.0,540.0,529.9,530.5,537.95,-7.45,-1.38,740.0,353.1,109344,58312061.76,22-Aug-2023 15:58:07,-13.71,18.15
757,JCHACEQN,1277.9,1293.95,1240.0,1258.9,1277.35,-18.45,-1.44,1714.0,938.0,41269,51970877.08,22-Aug-2023 15:56:44,-13.98,23.46
758,WSTCSTPAPREQN,570.05,574.0,558.0,560.0,569.25,-9.25,-1.62,663.95,461.0,311863,176717168.95,22-Aug-2023 15:58:28,2.74,18.1
759,MANINFRAEQN,137.5,141.6,135.5,135.7,138.05,-2.35,-1.7000000000000002,155.5,66.2,1948042,267933696.67999998,22-Aug-2023 15:58:48,52.21,20.1
760,USHAMARTEQN,350.0,351.95,339.0,340.95,347.0,-6.05,-1.74,354.4,115.2,745287,256490521.04999998,22-Aug-2023 15:59:59,149.37,6
761,NAVAEQN,395.95,396.35,386.15,387.0,394.25,-7.25,-1.8399999999999999,419.0,177.85,303607,118944114.39,22-Aug-2023 15:57:11,58.27,18.48
762,EMUDHRAEQN,520.2,532.95,506.0,509.75,520.2,-10.45,-2.01,534.8,206.8,173304,90462954.96000001,22-Aug-2023 15:58:20,48.29,7.17
763,THOMASCOOKBEN,118.8,120.9,113.0,114.9,117.3,-2.4,-2.05,120.9,52.1,849844,99312769.84,22-Aug-2023 15:55:27,-,-
764,KIRLOSENGEQN,480.0,489.9,460.1,469.0,478.8,-9.8,-2.05,534.0,180.05,1130842,534673406.02,22-Aug-2023 15:59:30,160.15,16.51
765,SPANDANAEQN,809.8,819.5,786.0,793.95,810.95,-17.0,-2.1,863.9,470.0,159119,127387489.02000001,22-Aug-2023 15:59:59,67.95,10.67
766,ROLEXRINGSEQN,2190.05,2209.8,2162.0,2163.0,2210.4,-47.4,-2.14,2319.15,1622.65,15010,32745816.0,22-Aug-2023 15:54:20,20.88,-1.03
767,NEULANDLABEQN,3957.95,3969.0,3762.2,3827.35,3923.1,-95.75,-2.44,4340.0,1080.0,42499,164222935.84,22-Aug-2023 15:58:33,249.29,19.17
768,IONEXCHANGEQN,473.05,478.9,456.0,460.2,472.75,-12.55,-2.65,609.8,172.0,322391,149434676.32,22-Aug-2023 15:58:23,-73.14,-12.23
769,JINDALSAWEQN,331.2,332.9,319.45,320.4,329.55,-9.15,-2.7800000000000002,384.5,77.45,690545,223108184.04999998,22-Aug-2023 15:59:55,292.32,-13.34
770,J&KBANKEQN,92.8,92.8,89.5,90.15,92.85,-2.7,-2.91,93.9,26.7,8490550,774253254.5,22-Aug-2023 15:59:57,206.44,24.71
